id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
1957,A,B,A,A,A,A,A,A,B,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,B,B,B,C,B,B,B,A,A,A,C,D,D,D,D,E,C,A,P,L,O,A,A,F,F,F,G,D,BI,AC,A,E,AT,A,K,HC,0.324129,0.299102,0.484196,0.309621,0.364322,0.44646,0.675031,0.57771,0.39447,0.26459,0.511698,0.500382,0.26115,0.804866,6375.67
1961,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,D,B,C,B,C,B,B,B,A,A,A,B,H,B,D,D,E,A,A,P,F,A,A,A,G,G,G,E,B,BI,CS,C,AH,I,A,J,HQ,0.603291,0.488789,0.484196,0.782772,0.577339,0.439206,0.407462,0.45883,0.46853,0.52221,0.6075,0.594646,0.324464,0.230348,963.54
1963,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,A,A,P,F,A,A,A,K,H,F,F,B,BI,BT,A,AN,M,E,J,MD,0.585115,0.488789,0.336963,0.670373,0.585792,0.599558,0.685975,0.45883,0.66201,0.58257,0.880469,0.871011,0.354344,0.258851,456.83
1964,A,B,A,A,B,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,A,D,D,A,B,C,B,B,B,A,A,A,A,A,C,B,A,E,C,A,F,L,L,A,B,H,F,G,E,H,AB,EB,A,G,X,A,H,FT,0.390575,0.245921,0.174588,0.882607,0.281143,0.358493,0.46566,0.50658,0.28922,0.52775,0.415029,0.40609,0.215289,0.20821,4921.37
1965,A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,C,D,T,J,G,A,C,E,E,H,G,B,BI,EL,A,J,BJ,A,M,DP,0.53515,0.299102,0.462347,0.267727,0.281143,0.436312,0.476235,0.48266,0.34365,0.36458,0.324486,0.318249,0.443575,0.387647,4412.82
1970,B,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,I,C,A,B,G,F,H,I,K,BI,CQ,A,J,S,A,O,HK,0.522145,0.737068,0.484196,0.827485,0.610834,0.52884,0.376307,0.78888,0.53774,0.47779,0.588753,0.576121,0.620891,0.390029,2197.67
1971,A,B,A,B,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,B,B,C,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,L,J,A,A,F,F,G,F,D,BI,CL,C,S,J,A,K,HB,0.488816,0.299102,0.527991,0.432728,0.281143,0.443265,0.618755,0.36636,0.52938,0.39068,0.531161,0.519456,0.30435,0.673528,7816.53
1972,B,B,A,B,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,B,C,B,D,B,A,A,A,C,A,D,D,C,E,A,D,T,J,G,A,B,G,F,E,I,K,BI,CS,C,N,L,A,N,HQ,0.694098,0.737068,0.745801,0.782772,0.372405,0.808048,0.637405,0.93151,0.64103,0.78396,0.74582,0.753252,0.712318,0.614861,2496.96
1977,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,D,C,B,B,B,A,A,A,A,A,C,D,C,E,C,A,D,B,A,A,A,E,F,H,F,A,BI,CS,C,E,AE,C,J,DJ,0.500412,0.737068,0.728827,0.373816,0.718531,0.349617,0.426054,0.25918,0.41471,0.51111,0.415029,0.40609,0.295948,0.801106,3684.32
1978,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,A,A,P,I,A,A,E,F,H,F,F,D,BI,CL,A,AH,H,A,K,GX,0.503312,0.681761,0.944251,0.383428,0.281143,0.558301,0.938107,0.75525,0.53565,0.50556,0.797841,0.785706,0.336261,0.235931,4307.09
1982,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,C,C,C,C,A,C,B,C,D,C,D,A,A,A,A,C,D,C,E,A,C,T,K,A,A,A,I,F,F,H,G,BI,BP,A,C,BM,E,P,LB,0.899689,0.555782,0.298977,0.493605,0.794794,0.808958,0.511502,0.72299,0.94438,0.8351,0.715131,0.708275,0.848129,0.770641,1732.9
1983,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,B,C,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,K,A,A,B,D,E,J,H,B,S,EL,A,AH,AK,C,L,CT,0.301693,0.358319,0.462347,0.24439,0.281143,0.235381,0.24161,0.3026,0.31581,0.27777,0.223038,0.220003,0.339244,0.239569,4723.73
1988,A,B,A,A,B,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,B,B,B,C,B,D,B,D,A,A,B,H,D,B,C,E,A,C,T,F,L,A,B,L,E,F,H,G,BU,CM,A,O,S,A,O,ME,0.872918,0.127059,0.094942,0.62377,0.517162,0.817531,0.488385,0.64577,0.90411,0.81591,0.644013,0.630853,0.826353,0.497832,3684.7
1993,A,B,A,A,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,D,C,B,B,D,A,B,A,B,H,D,D,D,E,C,A,P,F,D,A,C,G,G,G,F,B,BI,EB,A,AS,AX,A,K,HK,0.550978,0.620805,0.61366,0.432728,0.517162,0.467177,0.560679,0.3128,0.4832,0.45017,0.661688,0.648446,0.351299,0.708576,4697.11
1996,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,C,C,E,C,D,T,I,A,A,A,G,F,H,K,K,BI,DX,A,AN,BM,E,P,HG,0.410063,0.488789,0.440642,0.554673,0.805895,0.513286,0.505211,0.70342,0.39447,0.46119,0.511698,0.500382,0.672607,0.285627,641.51
1997,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,D,C,B,D,B,A,A,A,A,A,C,B,C,F,A,B,T,K,A,A,A,K,F,H,K,C,BI,EG,A,AT,AD,J,R,MC,0.834747,0.100099,0.120071,0.652072,0.325117,0.745352,0.34027,0.4293,0.87356,0.81255,0.625936,0.648446,0.914771,0.765307,1715.37
2002,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,J,A,A,C,E,F,H,F,B,BI,CS,A,AW,AE,J,K,DJ,0.54667,0.785784,0.728827,0.373816,0.718531,0.360931,0.413194,0.26847,0.46226,0.50556,0.415029,0.40609,0.345247,0.838812,1554.95
2003,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,H,A,A,C,F,F,G,F,B,BI,CH,A,E,BM,A,K,GS,0.514906,0.245921,0.54977,0.383428,0.777274,0.416753,0.50114,0.54236,0.39849,0.45017,0.422624,0.481306,0.333292,0.818156,3111.69
2005,A,B,A,B,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,B,A,D,D,D,E,C,A,P,I,F,A,A,E,E,H,G,B,BI,CI,C,AN,Q,A,K,DM,0.500412,0.620805,0.592681,0.775744,0.758711,0.399144,0.32806,0.60087,0.43524,0.45567,0.352419,0.345316,0.36974,0.283943,1301.68
2010,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,D,A,D,T,L,D,A,B,K,F,F,L,K,BI,CL,A,AW,L,A,P,LN,0.612965,0.245921,0.230975,0.761209,0.281143,0.829824,0.722632,0.82598,0.58325,0.79863,0.757468,0.74464,0.859764,0.836524,1410.32
2013,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,B,H,D,B,D,E,A,A,P,F,A,A,A,G,G,F,F,B,BI,EB,A,J,M,E,J,HK,0.585115,0.488789,0.57136,0.554673,0.594196,0.502705,0.473897,0.43518,0.66201,0.58257,0.644013,0.630853,0.354344,0.377208,966.66
2018,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,D,C,A,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,O,A,A,A,F,E,F,J,E,BI,EL,C,AG,H,A,N,GS,0.397499,0.199504,0.65431,0.284048,0.302678,0.726386,0.806495,0.53046,0.479,0.56081,0.550529,0.538473,0.639532,0.784459,1090.54
2023,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,C,A,D,D,C,E,A,D,T,I,A,A,C,G,F,F,I,K,BI,CS,A,S,AD,A,N,HQ,0.644094,0.681761,0.745801,0.761209,0.38056,0.767863,0.651561,0.94012,0.64103,0.80218,0.74582,0.753252,0.717751,0.681443,3702.69
2043,A,B,B,A,B,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,B,D,A,A,B,A,A,D,D,D,E,C,A,P,H,C,A,B,F,F,G,F,B,BI,V,A,N,BM,A,K,GS,0.514906,0.358319,0.54977,0.383428,0.777274,0.416753,0.506815,0.54236,0.39849,0.45017,0.4922,0.481306,0.315758,0.599446,4768.38
2044,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,I,D,A,A,G,G,G,F,B,BI,CO,A,X,M,A,J,HK,0.585115,0.422197,0.57136,0.554673,0.594196,0.499177,0.44376,0.43518,0.66201,0.57716,0.644013,0.630853,0.354344,0.560082,1047.24
2046,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,C,B,A,A,A,A,A,D,D,E,E,G,E,R,H,A,A,A,H,E,G,I,F,BI,CO,C,AV,N,A,M,HX,0.636078,0.555782,0.215772,0.50382,0.413817,0.652626,0.493984,0.32317,0.64873,0.79139,0.453334,0.443374,0.689974,0.307258,652.05
2058,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,I,A,C,A,D,E,J,G,B,BI,EG,A,AH,BM,C,L,CK,0.347403,0.827585,0.61366,0.473202,0.939556,0.242437,0.300422,0.24564,0.30859,0.32935,0.223038,0.220003,0.333292,0.231684,1975.33
2060,A,B,A,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,B,H,C,B,C,E,A,C,T,F,C,A,C,K,H,G,J,G,BU,DW,C,N,S,I,O,LY,0.7263,0.358319,0.356819,0.802892,0.310061,0.713343,0.469223,0.3026,0.67135,0.8351,0.863052,0.879347,0.822493,0.615675,3537.73
2061,B,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,D,B,B,D,D,D,B,C,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,J,D,A,B,E,F,G,J,E,BI,CL,A,AS,A,N,N,DH,0.356663,0.681761,0.944251,0.267727,0.281143,0.567272,0.691371,0.32843,0.34365,0.55533,0.6075,0.594646,0.576071,0.709759,1975.35
2063,A,A,A,B,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,D,B,B,C,D,B,D,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,I,A,C,B,E,E,H,F,B,AB,BT,C,AH,X,L,J,DF,0.490265,0.555782,0.54977,0.869299,0.422268,0.330096,0.337263,0.68308,0.40455,0.47779,0.278556,0.301921,0.318646,0.230865,5044.63
2067,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,B,D,D,C,A,P,I,A,A,D,E,F,G,E,B,AB,T,A,Q,Q,A,J,GL,0.504762,0.299102,0.634224,0.782772,0.413817,0.357142,0.32719,0.51256,0.41675,0.39068,0.453334,0.443374,0.256038,0.648953,1163.32
2072,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,B,C,E,A,D,T,F,A,A,B,I,E,F,K,K,BU,EB,A,AK,S,F,Q,LB,0.640095,0.358319,0.187583,0.789639,0.718531,0.818056,0.57509,0.66201,0.64681,0.68039,0.588753,0.594646,0.820538,0.485164,1233.32
2075,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,A,A,C,D,C,E,A,D,T,K,A,A,A,G,F,F,I,K,BI,CS,A,J,AD,E,N,HQ,0.644094,0.681761,0.745801,0.761209,0.388783,0.767863,0.651561,0.94012,0.64103,0.80218,0.74582,0.753252,0.717751,0.390893,808.68
2076,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,C,A,D,B,C,E,A,C,T,M,G,A,A,I,E,G,I,G,BI,EG,A,AS,L,A,N,IH,0.702649,0.422197,0.139862,0.493605,0.281143,0.648884,0.345027,0.75525,0.64296,0.7877,0.415029,0.443374,0.751507,0.715346,1377.1
2083,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,D,C,C,B,B,B,B,A,C,D,C,A,A,A,B,H,D,B,C,E,C,D,T,F,D,A,F,H,E,H,K,K,BI,AI,A,AK,AJ,A,P,FR,0.367378,0.358319,0.162313,0.259793,0.348388,0.585075,0.577741,0.34987,0.37458,0.48334,0.415029,0.424625,0.704052,0.483374,5270.77
2084,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,J,A,A,B,E,F,H,F,B,BI,BT,A,N,AX,A,K,DP,0.497513,0.737068,0.54977,0.452887,0.499798,0.350956,0.363768,0.58354,0.44352,0.39599,0.341813,0.352251,0.339244,0.43865,795.56
2086,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,D,A,A,P,L,G,A,A,G,F,G,F,B,AB,CS,A,K,K,A,K,HM,0.634734,0.488789,0.336963,0.894723,0.845727,0.45607,0.409847,0.36083,0.46853,0.51666,0.4922,0.485119,0.363547,0.368707,1069.28
2087,A,B,A,B,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,C,A,D,D,D,E,A,A,P,M,G,A,B,G,H,G,F,B,BI,V,C,M,BM,A,K,HK,0.590735,0.422197,0.745801,0.564742,0.895958,0.437758,0.514954,0.54236,0.479,0.51111,0.742852,0.729856,0.3574,0.762547,5202.05
2091,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,B,B,B,A,A,B,D,B,A,A,A,A,A,D,B,C,E,C,D,T,I,A,A,C,I,E,G,N,K,BI,W,A,AI,AM,A,R,KW,0.418506,0.358319,0.139862,0.208655,0.288217,0.736321,0.702627,0.26847,0.26729,0.59869,0.519491,0.508015,0.858149,0.316479,1643.25
2092,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,D,D,B,C,B,D,B,D,A,A,B,H,D,C,C,E,A,C,T,F,A,A,A,K,F,E,G,G,BI,EG,C,C,AD,E,O,LM,0.907272,0.620805,0.317666,0.696873,0.281143,0.876738,0.60787,0.97189,0.93383,0.83814,0.797841,0.821749,0.808455,0.770658,3108.31
2098,A,B,A,B,B,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,D,B,B,B,B,B,A,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,A,I,A,B,D,F,H,K,K,BI,CL,E,AF,BN,A,O,EC,0.276672,0.785784,0.944251,0.432728,0.96195,0.478902,0.526532,0.53642,0.31039,0.42284,0.453334,0.443374,0.611431,0.214672,3366.54
2099,A,B,A,A,B,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,D,B,D,B,B,B,B,C,B,B,B,A,A,A,B,C,D,D,D,E,E,A,P,C,L,A,C,D,H,G,H,B,BI,CL,A,AH,AW,A,K,ES,0.309074,0.827585,0.944251,0.267727,0.78323,0.445589,0.76938,0.44106,0.34365,0.42828,0.596286,0.761665,0.351299,0.235639,19201.07
